"PTB_SP120_250.dat, x:L [ch] vs y:S [ch]
 "
814578.1637717121,453908.1885856079,271898.26302729524,160235.73200992556,69789.08188585608,48573.20099255585,32940.44665012407,25124.069478908204,21774.19354838712,21774.19354838712,558.3126550868619,1674.9379652605567,888275.4342431762,877109.1811414392,833560.794044665
0.27236652236652237,0.27323232323232327,0.2694805194805195,0.2665945165945166,0.26053391053391056,0.2550505050505051,0.24783549783549785,0.24321789321789325,0.23773448773448774,0.23542568542568545,0.22994227994227995,0.1502886002886003,0.1528860028860029,0.2706349206349207,0.27092352092352096
