"PTB_SP120_250 geometric mean, 10000 events, cuts False"
L [ch],S[ch],pulse height [bits]
76683.66635857073,0.21736776714770262,1036.018773338652
3014.217742822387,0.02668183347541907,1151.964100398548
57239.34577585063,0.2346678122124483,1019.7890694721568
28815.492455246193,0.2686827307763104,1054.544785736803
440984.55359774345,0.2582757050767877,1038.0479862425514
3918.551188342338,0.009498431296461418,1228.1184692950428
1813.3450703132146,-0.009597744639625051,1868.5642377507847
87288.20153722043,0.27668074457920905,1038.1319904579389
52196.248305344605,0.27893216931347514,1056.8666532791533
250449.49870779162,0.251597801079316,1045.5841580144208
888.2575585026532,-0.09911791480718586,1203.9223718784967
174564.43846968503,0.27450469963567864,1052.3246538764386
2211.0738317436644,-0.004552426534749119,1052.0641264846035
45239.74406752268,0.26725281740586954,1058.1340134352645
127105.74486721205,0.2749168647260482,1051.8373626766388
529655.0104527533,0.25666501110491263,1040.1311722207597
2239.219152079247,0.05797248858191146,783.5544735334555
584.7512791094117,-0.20414841754255078,1743.8837570066016
93603.30205491705,0.2732146459553527,1052.8715911954348
36645.60242259119,0.2751678948809995,1056.30321950435
12040.872498677683,0.2669575018934464,1052.4363306177443
3778.4064192939236,0.24477008972932912,1042.7362556767002
148597.9143103898,0.24252611797466947,1040.437905071692
3230.0586839494517,0.029084818398184047,1560.664128757892
567579.45561312,0.2593787461171906,1040.3346897121762
2820.7939600162417,0.013180284250267864,1348.5710051281683
12186.629639892806,0.26128822603454255,1459.3707137680508
21402.559146452586,0.22975504711058292,1038.8429888833375
52107.154453868374,0.2726078958703363,1051.4986046528102
50546.30950806807,0.2730606495862517,749.950398469533
20926.467810433267,0.28814267668012467,1053.8849004922365
28486.12894795912,0.222762911276313,998.3685278992925
355464.9055010177,0.25107000626211323,1040.624219654469
3051.621043178864,-0.06080090339237966,1294.4998123855173
1638.8933333627842,0.003490777303883448,926.1814590144445
102937.63573592735,0.2719720262460569,1055.154448475086
3084.8773129878086,0.32755167320416434,1055.154448475086
5902.9750464196095,0.16899523965553584,985.8868362178634
20475.03680369136,0.27486994838156203,1049.6807722487283
64765.80928602362,0.22275990157812686,1023.0221665243637
19608.426496288346,0.26345017706654283,1402.3291016731018
155534.2152516685,0.27353968951154534,1054.0167737287516
1601.7282208620431,-0.019323033303377438,1530.5760005880934
21011.451992255203,0.2649091991999838,1051.740867373242
18181.64331347188,0.27375402540935645,1053.0464878874723
533737.1921184114,0.25389158922427807,1039.9872688309579
4221.108432444039,0.013919458635737961,1093.1292644642133
27800.81291689147,0.2824976805968641,856.4236785298408
15225.72646092558,0.2636331965951448,1050.7591052127566
62247.59433799419,0.26669142364127346,1053.4327785053174
27143.407480905254,0.26457308948866104,1039.3551161007667
6906.453408284494,0.27293807920064406,1423.9559681500587
119567.46822442175,0.27215866367733926,1053.5334006196251
276347.74533950636,0.2509293603409436,1039.2275205984106
5694.9562424091955,0.025020453535794008,848.6173906985243
412090.10007533187,0.25597579771102397,1040.6189203413942
3991.365246166608,0.045044470365647425,336.71701544751727
153736.38988651312,0.27130045515169116,1053.1407277691758
2571.514218816061,-0.022937295749193773,1742.260362594274
9962.768858912277,0.19947854188651587,1003.0667422250051
17540.3822779211,0.2695621035820206,1054.998662487378
30283.678558340886,0.28962385670734164,1050.525211394058
5568.5924442007745,0.2294603410980117,870.9195044782875
0.0,nan,870.9195044782875
16199.03808937032,0.2795395193248525,1052.799563031709
15608.23272146711,0.2050448516021034,1022.3777325908427
24585.667024225946,0.2650724658152503,819.9793163065237
47106.272787089634,0.2842360551743815,1054.5084089168722
23216.173920475674,0.2803032096988425,1059.6983641091242
242451.98893676203,0.2500566355600062,1038.5881327241705
6601.594090801727,0.03353110090123287,1164.4947772404971
29333.982877476665,0.27134414746981095,1053.150918152035
