"20230802_2_cs geometric mean, False events, cuts False"
L [ch],S[ch]
63078.94495263752,0.41533474345156385
35805.630166095085,0.41087352853891973
34509.66198026812,0.4085530750681177
70768.8987507731,0.40876108943837014
65032.29217873361,0.4112212649778439
97015.38623373397,0.4076579312353517
75166.10948167575,0.40195624910587785
53705.40985380732,0.4102351307835517
50497.3798232067,0.42517724402703194
52883.30376635183,0.41078405337487645
50431.86327484293,0.41762468608894693
34597.255062225,0.4312208983518151
67136.63785021474,0.39527716567553
39943.64557501019,0.3900573600402604
19463.79467233888,0.42053826494805124
102456.36602524124,0.4115922225283719
84653.6941062224,0.4055865586062911
101395.21696055948,0.41461901233494014
100521.86599916356,0.4159443461033552
46823.82558233098,0.3989503000693184
83368.67036032802,0.42181226798150845
39948.55238968234,0.42759781750193804
121922.50552634407,0.3966250723598024
16038.417240763201,0.4063893471374042
18065.95099327448,0.4176156362306342
28043.257512134336,0.42124120092353495
24994.557783070526,0.3854978911658456
66210.37902541952,0.4131973978049218
81042.53946024078,0.40709715177028516
80571.75846249794,0.4227352040514432
101409.66674775183,0.40874521790697727
31590.59658121284,0.43964199119751557
38595.09439583448,0.4193372545762784
47441.48101641733,0.40271744977260915
14051.170124008062,0.41583754132732953
96083.40415257549,0.41187182455501603
85971.04856269166,0.41668301226938925
64417.16499162748,0.4259589883656827
56674.274570544796,0.41079615661839264
42448.930724544814,0.4122521878783936
81229.72511860775,0.4011321653782352
89307.35065794115,0.40689992674530234
37556.9052595741,0.3889670769697298
119122.41633862646,0.40314755538409175
18326.90309198446,0.44727186256531937
84008.45818803778,0.4243016024355292
90085.61080261786,0.4061221607695522
53981.280011621944,0.38716142143589033
79302.75730403689,0.4067336223111218
50345.661915810044,0.40273996569595333
73694.76908674472,0.4043761510371863
22916.977871504638,0.39555494979399214
54372.4591308585,0.39779039239137015
31837.074829130608,0.40420948019062297
107041.51746338657,0.39933772118438265
44055.708795371334,0.40019235793733554
334517.77303153963,0.40776489488559203
36003.12238852122,0.4306490821472492
44167.68261640786,0.41137089930317844
76824.9317887871,0.3977251037491423
155252.34759887555,0.4037869525741842
26507.996638130116,0.39878961635415516
143436.9872512388,0.41445352977936806
20161.47258552097,0.385210358743733
56722.44709938978,0.4152122130113374
