"PTB_SP120_250 channel 1, 10000 events, cuts False"
L [ch],S[ch]
86082.44999999997,0.21381082903658066
4861.524999999983,0.05838085785838792
42604.40000000002,0.23503957337739761
24967.700000000015,0.2631864368764443
514867.1500000001,0.2557174603196183
2559.7749999999837,-0.0016329560215259864
1026.9999999999882,-0.0741966893865648
100666.72499999998,0.2771519586039976
39012.375000000015,0.2752434323724203
214960.375,0.24492002305076
557.8249999999742,-0.1562138663559479
147871.94999999998,0.2763185309992868
2079.3500000000163,0.005617139971626501
40634.52500000002,0.2675119248963781
125147.59999999998,0.27229671204242034
351437.5,0.25235553974746583
87319.77500000002,0.266118642655687
54120.95000000001,0.278264886333296
11268.324999999975,0.25690242338590724
141990.69999999998,0.23987880896424904
3470.100000000005,-0.02839111264805031
612487.7749999999,0.2569364262005066
2142.899999999995,-0.057156190209529494
12960.199999999997,0.2657181216339255
22856.55000000003,0.23212777081405525
57848.29999999999,0.2687069455800776
36377.650000000016,0.2635607302835669
18751.575,0.2839900115057002
12852.274999999972,0.20398100725357984
493221.5250000001,0.2538620349142305
3668.6250000000236,-0.08261951003441226
1691.5250000000187,-0.025172551395928312
136931.14999999997,0.27044481843612667
16503.97499999998,0.2778470035249086
52974.32499999996,0.2235396109341649
18935.899999999972,0.2563976362359329
130521.775,0.26982792717920057
1118.2999999999788,0.06424036483948782
20916.95000000002,0.26663351970531063
13534.975000000004,0.31015794266335905
693883.1749999999,0.25576573462816704
4552.849999999981,0.03603896460458807
19009.79999999998,0.2644341339730036
10961.425000000014,0.24394091096732395
41944.375,0.2707037594433103
33085.549999999996,0.26849304303540383
4624.274999999995,0.3410307561725895
119207.125,0.2699310129323226
291713.025,0.2511921433744687
6747.175000000014,0.03926680425511431
342696.875,0.25502917118809454
123351.575,0.2675252423813803
9624.899999999994,0.19340668474477662
6536.125,0.3265696417984662
34030.22500000002,0.2841056737062419
5299.499999999976,0.23541843570148188
16122.924999999983,0.2757154796663759
18821.42499999999,0.20081051248776335
17275.44999999997,0.2603903226833458
59738.97499999999,0.28343271708294304
17295.624999999978,0.28626314458136115
229964.92500000002,0.24560415028509236
5778.375000000012,0.021926579704501858
36659.17499999999,0.2710246479905782
8351.925000000025,0.2815087539698927
2498.099999999993,0.23108762659621349
713439.55,0.2627699011079495
8840.074999999986,-0.02487987941278799
9727.649999999996,0.26167882273724913
8567.675000000014,0.286184991844345
46279.07499999997,0.2690213665679362
132312.0,0.2403969405647258
9761.374999999989,0.23329705087654165
39645.650000000016,0.27104915671706714
8652.900000000007,0.22382322689502937
131754.5,0.27473672625982415
14245.57500000002,0.2879251978245873
88372.87500000001,0.2701586883984479
67609.04999999999,0.26187677537252774
24524.27500000002,0.2989862085627402
16760.99999999999,0.24567746554501532
93817.89999999997,0.2166038677054166
139288.90000000005,0.27612911007266183
2711.674999999979,0.03368397761531105
46764.47500000003,0.19618267926668692
12426.72499999998,0.20323777986557215
56397.5,0.24364200540804112
12787.70000000001,0.22787209584209817
7561.899999999972,0.2812943836866403
379504.54999999993,0.2565472271676322
16176.274999999972,0.28693997845610336
56641.42499999999,0.27048648581846246
374613.125,0.25445050810753095
3756.650000000007,0.005781747035257655
42017.07500000001,0.2534983694129112
33742.80000000002,0.28463672250079997
528225.875,0.2553398202994126
3133.725000000028,-0.00530359237010172
224360.675,0.27671132652814495
3374.6750000000025,-0.029116877921577543
7402.025000000007,0.19659755269672824
10508.725000000028,0.3092078249264296
15871.625000000024,0.24817244611059017
606286.3499999999,0.24515722644918525
2793.524999999972,-0.09714607887883787
67327.97499999998,0.27343136341171714
3178.650000000007,0.08139304421688458
24734.074999999968,0.2720077463984405
10970.949999999986,0.27441196979295335
20169.45,0.28130464638351566
8941.550000000003,0.18176266978320305
94816.69999999998,0.26337090407069647
81889.74999999999,0.2733773152317599
55384.40000000002,0.22449859527231494
83722.07500000001,0.2743632429081578
9110.449999999986,0.2642635654660309
34345.79999999999,0.2735367934361698
17453.149999999972,0.3094066114139857
16211.800000000028,0.28655917294809913
7210.975000000028,0.2652040812788833
3917.5000000000236,0.3344990427568588
159980.12500000003,0.2761324258247704
16689.17499999998,0.2731315358608202
105120.82500000001,0.24032973485510606
45296.575000000004,0.23433692282473892
13757.800000000025,0.25095872886653364
9634.849999999993,0.27299646595432214
29050.150000000016,0.22584117465830628
17554.97499999999,0.28343987957829636
42662.19999999998,0.27236195039168176
46625.17499999999,0.2804008778519331
8980.624999999976,0.18507620572064884
20865.0,0.2696860771627127
18105.55000000003,0.2819930905164435
165188.32499999995,0.24731445155097986
2460.725000000005,-0.03739548303853513
11929.599999999993,0.2636534334763949
87648.8,0.20692856034537838
1745.4500000000212,-0.031991749978513964
15397.999999999989,0.26352773087413967
8175.200000000021,0.2851502103924058
8533.100000000028,0.26682917111014703
24171.325000000015,0.2795734201579763
29507.475000000006,0.27894558921086937
18537.77500000002,0.20581865946695319
194674.67500000002,0.26916875551480945
19370.050000000014,0.2711629551808074
4337.774999999995,0.27041974284051173
10015.17499999998,0.2827049951698302
6650.174999999979,0.19102354449319037
77289.85000000003,0.2676661942027315
31586.250000000004,0.2802231983853734
