"../Data/AmBe.dat, x:L [ch] vs y:S [ch]
 "
1050.0672043010745,49857.19086021504,49773.185483870955,16087.02956989247,840.0537634408593,126.0080645161288,126.0080645161288,462.02956989247286
0.02505575232847962,0.47632165813983995,0.8134592680047225,0.9380821199003018,0.993178538633084,0.9944903581267217,0.379247015610652,0.08277581004853735
