"../Data/AmBe.dat, x:L [ch] vs y:S [ch]
 "
0.42853479137933936,0.7528313902610013,1.8762874649581884,3.8452311010254223,5.385639945713319,7.922102629823462,11.107158511696928,13.724695345527486,13.74785938830475,0.04632808555452339,0.03474606416589232,0.04632808555452339,0.2548044705498773
0.7229437229437229,0.7662337662337662,0.791158336612882,0.7950937950937951,0.7977174340810704,0.7977174340810704,0.7950937950937951,0.7950937950937951,0.006690279417552153,0.0053784599239145026,0.4133543224452315,0.6009445100354192,0.6875245966155057
