"PTB_SS25C_212.dat, x:L [ch] vs y:S [ch]
 "
618796.5260545905,403411.9106699751,260980.14888337464,174999.99999999994,104652.60545905706,72518.6104218362,46464.01985111661,36042.18362282877,2171.2158808932872,1302.7295285359723,689143.9205955333,689143.9205955333,637034.7394540941
0.3729437229437229,0.3746753246753247,0.37251082251082257,0.36904761904761907,0.3642857142857143,0.36038961038961037,0.3534632034632035,0.35,0.34870129870129873,0.15086580086580084,0.15346320346320344,0.3673160173160174,0.37164502164502167
