"junk.dat, x:L [ch] vs y:S [ch]
 "
467121.5880893299,254218.36228287834,109057.07196029773,46526.05459057071,24937.965260545898,1116.6253101736947,3349.8759305210842,595905.7071960296,585483.8709677418,484987.593052109
0.3735209235209236,0.3720779220779221,0.3702741702741703,0.3605339105339106,0.35043290043290043,0.33311688311688314,0.2010822510822511,0.20144300144300148,0.3738816738816739,0.3738816738816739
